index,label,tweet
52,0.0,"""TAGHERE TAGHERE TAGHERE Nah, it's straight up racist. Just like if someone pulled a chart showing how blacks are more likely to commit violent crimes; it doesn't matter if it's true, you shouldn't base your world beliefs off mere statistics. It's more complex than that."""
53,0.0,"""Facebook Christians kill me with their “quotes” URLHERE"""
54,0.0,"""TAGHERE TAGHERE TAGHERE TAGHERE Is it more likely that poverty simply affects people in similar ways, indiscriminately?Blacks in rich neighborhoods by and large have a wildly different experience than both blacks *and* whites in the hood 🤔"""
55,0.0,"""TAGHERE TAGHERE TAGHERE As he rots in prison run by Mexicans and Blacks.... Let's not forget that....He's about to find out what Pre-Hell is all about. 🔥"""
56,0.0,"""TAGHERE TAGHERE this is a distraction by media though , they sensationalize these stories . Make them seem prevalent just by mentioning them. Get black and white men to argue with each other. Make blacks men fear whites. then they can ignore their failures for black men in communities"""
57,0.0,"""TAGHERE I have never told Asifa was fake But y don’t u show the same concern for Hindu girls being raped by Muslims shameless u r"""
58,0.0,"""TAGHERE Do you actually understand the underlying belief of white supremacy? It’s about whites being genetically superior to other races. Trump has talked about his good genes multiple times in the EXACT framing of eugenics. This is deeply rooted in his psyche. URLHERE"""
59,0.0,"""I’ve come to the realisation that despite my borderline pagan like beliefs, I’m friends with a fuckton of Christians and sometimes I wonder how I ended up in this position but they’re good people and we get along so I guess that’s all that really matters"""
60,0.0,"""No words for white people and their dogs"""
61,0.0,"""TAGHERE Hitler finished Democracy using laws he made under Democracy.Britishers carried out Imperialism openly under garb of Democracy.Whites made apartheid laws against blacks, using Democracy!Now India is on the road to tyranny, using laws under Democracy."""
62,0.0,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE I never argued the abortion stance I argued the blaming whites just because they’re white part. Yes men get raped too but they don’t have to carry their rapists baby for almost a year. Me and her disagreed a bit but I think we’ll both agree you’re a piece of shit buddy."""
63,0.0,"""That needed a retweet for blacks to see lol"""
64,0.0,"""TAGHERE Naw, they’re saying that white people are racist. If brown/Muslim people had guns, whites would be more likely to enact stricter gun controller, because whites are so racist they don’t think others should have the same rights.It’s just liberals with flaccid gotchaboners."""
65,0.0,"""TAGHERE I am starting to not like blacks who try to teach what you already know, and charge for it or steal your shit and sell it back to you hypnotized by a beat"""
