index,label,tweet
68,,"""A sad days for Christianity was the day Kumuyi said Christians should not ""attack"" General @MBuhari. I urge Kumuyi to read Isaiah 1:17:""Seek justice. Defend the oppressed. Take the cause of the fatherless; plead for widows""God bless Oyedepo!#FreeLeahSharibu #RenosNuggets"""
70,,"""TAGHERE After that, then they'll make a list of Jews. How about a list of fags.  And then a list of conservative donors.  Then they can make a database of gun owners, oh wait. No list is exempt from Due Process!"""
71,,"""conservatives: leftists can't handle anything that challenges their worldview!!also conservatives: I have to take a class that isn't about cishet whites, and I'm scared"""
72,,"""My school is forcing me to take a diversity class and I can't decide which anti-white male class to take.Top Choices:• Politics of Women of Color• Queer Studies• African American PerspectivesThis is what I'm going in debt for. I think it's time to drop out.🤷🏼‍♂️"""
73,,"""TAGHERE He is among wrong people shame. Blacks"""
74,,""".TAGHERE i am willing to grant you a retroactive “faggot” pass for your tracks “fuck the police” and “no vaseline”. i think it only fair that you grant me an n word pass in exchange"""
75,,"""Now it’s the BLACK people defending these two ARABS while all the WHITES standby. Remember that next time you Arabs wanna be racist. URLHERE"""
76,,"""TAGHERE Sir we all Indians are proud of you. The work you have done is is unimaginable. The whole country is with you. You are the real son of this Bharat Ma. Jai Hind Vande Mataram."""
77,,"""TAGHERE that's why i hate male fans of girl groups. I'm happy that nowadays ggs are very popular between girls and gay men, bc the heterosexual men are gross and stupid"""
79,,"""And AGAIN, if you’re going to be derogatory about the Catholic Faith I’ll block you. If it’s not acceptable to be derogatory about Jews, why the fuck do you think it’s acceptable to do it about Catholics?? Blocked a few and I’ll block more."""
80,,"""you're a producer stan...which is the worst thing you can actually be."""
81,,"""straight people: LGBT SHOVE THEIR SEXUALITIES DOWN OUR THROATS straight people: DO YOU HAVE SEX WITH MEN? DO YOU WANT TO HAVE SEX WITH MEN? WHY WONT YOU TELL ME I AM BEGGING YOU PLEASE WE NEED A HEADLINE DO YOU WANT TO PUT YOUR DICK IN ANOTHER MAN WE HAVE NOTHING TO PRINT URLHERE"""
82,,"""Earlier, Pakistan quoted Quint, Karan Thapar &amp; Praveen Swami to prove Kulbhushan a RAW spy at ICJNow, Pakistan Media &amp; Imran Khan's Party is sharing video clip of NDTV show to prove - Indians are unhappy &amp; India can face riots due to abolition of Article 370.This is our Media"""
83,,"""BREAKING: Jews and allies are blocking the door of the ICE Facility in Seattle, Washington. We are putting our bodies on the line to shut down this inhumane system. #CloseTheCamps #NeverAgainIsNow #AbolishICE URLHERE"""
84,,"""TAGHERE TAGHERE I love this week's pod with Uzi Even, the first gay person to serve openly in Israel's parliament (the Knesset).Click here to listen to @lgbtqpod: URLHERE  TAGHERE (This is ep 2 of our queerness/Judaism series!) URLHERE"""
85,,"""not that im asking too much, but in quantum leap ver. teaser, minhee will have his blond hair and black outfit right? right. can i, perhaps, get him with a colored softlense and freckles. i mean please."""
87,,"""💋 Veronica Leal (@VeroLealX)💋 Nancy A (@NancyA_official)💋 Ginebra Bellucci (@BellucciGinebra)🔞Outdoor lesbian threesome at sunset🔞Studio 📽️ Sexyhub (URLHERE ) URLHERE"""
88,,"""Imagine viewing taking a class that isn't about you as ""anti white male"". This is what people mean when they say the world is viewed as white by default and anyone else is a bystander URLHERE"""
89,,"""This is so infuriating. I talked to a trans man who was kicked out of his college for being trans, just hours out of surgery URLHERE"""
90,,"""my nosy ass students found out i’m a lesbian &amp; are upset i never told them bc they “wasted their time looking for a man when they could’ve found me a girl by now” LMFAOOOOOO"""
91,,"""TAGHERE Its popular in modern America to hate whites. The people who built and maintain Western civilization. Eventually we are going to be tired of people hating us and send people like this fat Indian pig back to her street-shitting homeland"""
92,,"""Not really NSFW but I just started playing Starbound super modded out because of a friend, and I love my avatar so I had to draw her.  Here's the colored version!  #starbound #chibi #bunny #traditionalart #ink #maid #coloredpencil URLHERE"""
93,,"""TAGHERE why would so many of our fellow whites say such hateful things? 😢"""
94,,"""ITS TOMORROW 🔥🔥🏳️‍🌈🏳️‍🌈. TAGHERE rehearsals in full swing in support of TAGHERE So honoured to be part of the first EVER #surreypride with the fabulous TAGHERE . These girls are my little secret weaponsThis event is SOLD OUT 💪🏽#pride #gay #lesbian #lgbtq🌈 #loveislove URLHERE"""
96,,"""TAGHERE Friends at the Table is an actual play podcast thats basically ""what if critrole was Relentlessly Gay"", King Falls AM is like wtnv but less surreal and more plot-driven, and the penumbra podcast is about a bisexual space noir detective, and I second Wolf 359"""
97,,"""This guy want folks to feel sorry for him because black/lgbt classes are apart of his required classes, but he's throwing up ""white power"".He's just a young suit &amp; tie racist. URLHERE"""
99,,"""9 August 1944 | The Germans began final deportation of Jews from the liquidated #Litzmannstadt ghetto to #Auschwitz. Within 3 weeks, 67,000 people - men, women &amp; children - were transported the camp. Around 45,000 of them were murdered in gas chambers. URLHERE"""
101,,"""this is big problem, BBC  has its agent inside Kashmir ... Does Indian News agency have its agents inside UK .. we need to respond in same language .. TAGHERE  need to understand INDIA and INDIANS will respond back to this nonsense by UK URLHERE"""
103,,"""Parents and coaches and players in non elite sports all around the world had better get ready - if they want to maintain the integrity and purpose of women’s sports, and protect themselves from unfair competition from other teams, they had better lawyer up URLHERE"""
104,,"""TAGHERE Are there any requirements beyond being queer and a writer?"""
105,,"""People should visit southern American plantations the way they visit Auschwitz, not the way they visit Disney World.And the reason many American whites don't understand this is because of a conscious historiographical program of white supremacy, beginning in earnest around 1890"""
106,,"""omg this reminds me when the only guy I dated back in hs dumped me for my then best friend..... and I wasn’t even that mad"""
107,,"""Hi, I'm Melissa! I'm a comic artist + illustrator and I draw colorful, queer YA comics! I co-create a webcomic called Falconhyrste and I'm the artist for SPIRIT and PiNKHEARTS.🌟URLHERE ✨URLHERE 💫mcapriglione3995 (at) URLHERE  URLHERE"""
108,,"""TAGHERE I don't agree with any of what you list there. Which is to day, I agree with that statement.But the far left who-you-are-is-your-intersectionality-checkist, all white people are racist oppressors (which sometimes include Asians), toxic masculinity stuff is the same animal."""
109,,"""I didn’t realise that top notch scientists only came from the EU, it’s a mystery! A billion Indians and no talent .,. URLHERE"""
110,,"""Summer camp in Turkey....Woman at a summer camp encouraged children in a troop to chant: ""Death to the Jews"", ""Death to the Jews"", ""Jews Die"". “Palestine will be set free”, etc..Why won't the left does condemn this HATE &amp; brainwashing? Instead, they vilify those exposing it! URLHERE"""
111,,"""""You get the draws my nigga?"" - me to my lesbian friends"""
112,,"""TAGHERE TAGHERE Two young, energetic and promising men going to the gallows for years simply because of few minutes of  memory loss! Indians say, ""mbolo inuka, akili potea""!"""
113,,"""This is awesome. Thumbs up to Monster if you have been trolling Christians hard for years!"""
114,,"""bobby from queer eye: i redid your entire house, ripped out the floorboards with my bare hands &amp; replaced them with white oak, built &amp; installed this crystal chandelier and converted your 1 bedroom into a master suite with 7 attached guest roomsantoni: this is how u hold a fork"""
115,,"""I think its not really addressed, not just because the racism inhibits Asian people from discussing complicity or whites from wanting to really back Black people. But because those particular Asian people and the dominant whites in left spaces, its easier for both to ignore."""
116,,"""TAGHERE another fool no such thing as racism it's atititudism, no hates blacks because  of their color it's their attitude, they think the whole world owe them cause they were slaves. Other people were slaves too"""
117,,"""Being “bisexual” is literally incomprehensible for all the people who aren’t bisexual lol. If you’re bisexual you’re either confused or need to pick a side"""
118,,"""name a more powerful lesbian couple, I’ll wait"""
119,,"""TAGHERE TAGHERE one of the senior most members of BJP is all for LGBT rights. Libtards seem to forget this. They blame hindusim for supression in the society against gays but homosexuality was never a sin in Hinduism. I don't need to remind people on islams take on homosexuality"""
120,,"""i did! but y’all did not have to do this 2 me with this terrible pic pls guys i’m expanding my dating pool and this pic is goin right back and shrinking it😩 URLHERE"""
121,,"""It's 2019 after all thats happen between blacks in America and the police/criminal justice system. We have Pamela Shantay Turner, a pregnant black women in her community get murdered in cold blood by a ""Baytown Police Officer"" I'm posting to help get true Justice (RETWEET) URLHERE"""
122,,"""We need more late-night gay cafes and social spaces that don’t just involve alcohol. We obviously need gay bars and clubs too (and reverse the trend of them declining), but we need to develop a whole LGBT ecosystem of spaces where people can meet, socialise and talk. URLHERE"""
123,,"""These two attractive &amp; horny moms are a mismatch made in heaven if you're partial to some riveting grudge sex &amp; hot spanking action!Soccer Mom by @Amber69Skye.#FREE with #KindleUnlimited.#EARTG #LPRTG #lesfic #lesbian #Kindle #books #ebooks #erotica URLHERE  URLHERE"""
125,,"""TAGHERE I’m queer/aroace and I write, sing, and dance! I’m also a worldbuilder working on TAGHERE with TAGHERE 😊🔮🌙"""
126,,"""but when a gay man ""obsesses"" over a female celebrity it's okay and just further reinforces their stereotyped gayness but the SECOND a lesbian likes a man it invalidates their entire sexuality and means they're not 100% only attracted women.....is ur brain broken wheres the logic URLHERE"""
127,,"""Stop asking lesbians out, stop thinking your dick has the power to  do anything but irritate lesbians, Stop saying “I will fuck her straight” it’s a rapist joke.Learn to understand the difference between a bisexual girl and a lesbian. Stop making a fool of yourself. Take care URLHERE"""
128,,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE Hitler used the jews as a scapegoat a. Boogie man to blame them for all Germany's problems...sound familiar?Seems like you hillbillys like to rewrite history"""
131,,"""TAGHERE I'd go with Queer Studies.  You won't be the only white male."""
132,,"""TAGHERE TAGHERE It's no more broad than your claim of liberal ideology being responsible(which is a completely unproven theory)Plenty of self proclaimed ""Christians"" have killed people. Plenty of ""religious"" people have killed others.The difference in the US mass shooting is GUNS."""
133,,"""Hurting someone on purpose is the Devil's work. Not God's."""
134,,"""it’s about damn time"""
135,,"""So you think that learning about perspectives and experiences other than your own privileged ones is leftist propaganda and a waste of your money? Yep, you and your kind is why the world is the way it is."""
139,,"""When I speak of ""class politics"", I don't mean throwing minorities and women under the bus. Far from it. The struggle for the rights of women, BAME, LGBT+, and disabled people is an intersectional one. It's best served by class-based socialism not optics-driven liberalism! URLHERE"""
141,,"""There are more than 100 courses satisfying this requirement, including Intro to Aviation, American Literature, and Geography of Kansas:URLHERE  URLHERE"""
146,,"""wtfff shes so cute"""
148,,"""No more than 0.7 percent (seven-tenths of one percent) of Black Americans will commit a violent crime against a white person in a given year, and fewer than 0.3 (three-tenths of one percent) of whites will be victimized by a black person in a given year."""
149,,"""TAGHERE Doya mind my use of slurs for gays, Asians, &amp; Jews or my use of stereotypes about Indians, blacks, Japanese, &amp; women--given I'm a Democrat?!"""
150,,"""The president of the Polish bishops’ conference, issued an appeal to the nation’s authorities, urging them “not to make decisions that - under the guise of counteracting discrimination - would conceal the ideology that denies the natural gender difference” URLHERE"""
151,,"""Dear #MAGA, so called Christians and Evangelicals.  Preaching hate in the name of Jesus isn't remotly christian, it's not godlike, it's not religion at all.  It's hate and ignorance.  That's what it is. URLHERE"""
152,,"""ideologically, past all the service-mindset stuff, the business itself has like?? bad opinions?? do y’all not remember all the anti-lgbt stuff?? it’s part of a package deal. we have ppl with horrible t-shirts regularly show up treating us like friends. allies. and we play along."""
153,,"""Global warming and the rapidly approaching extinction of the human race is all due to the invention of the internal combustion engine so THANK YOU VERY MUCH WHITES"""
154,,"""i’m a lesbian but ok"""
155,,"""Chak De! India is a sports film, made by Indians, for Indians 🙏 TAGHERE Its a nation Changing film❤ #12YearsOfEpicChakDeIndia URLHERE"""
156,,"""Here’s the deal. Cats don’t actually like #wine. They like knocking over bottles though. But linguistic lesbian witches who morph into male cats do like wine. They also like having a subject in which to bury love letters and cuckoldry. #education #reality #horizon #horizontality URLHERE"""
158,,"""Caption this"""
159,,"""*laughs in colored balloons*"""
160,,"""TAGHERE @MatthewJMetzger, who has a bunch of amazing books about trans men: URLHERE"""
161,,"""TAGHERE Oh those god-fearing Christians, they long forgot the principle of the 10th commandments and their only mission seems to be fearmongering and spewing hate"""
162,,"""For my own personal reasons i wont date a bisexual girl. I have nothing against them. They’re just not my preference. Some girls dont date fems. Some dont date studs. Im not dating a bisexual girl. And thats that."""
166,,"""TAGHERE Hy Sebastien, im Angel. I'm an Italian artist and I like making acrylic paintings on wood panels. Recently i decided to use colored pencil. URLHERE"""
167,,"""This really does sum up white male entitlement in a single tweet. Anything that's not about you or people like you is not just unworthy of your time, but an outright insult.Understand that decent people — including decent white men — think there's more to the world than that. URLHERE"""
169,,"""TAGHERE I bet the Indians thought the same thing but no you guys busted in killing them and stole this land so how about you shut the fuck up u racist ass person."""
170,,"""It is BS to have those guys against the girls,"""
171,,"""Please retweet this. You just may save a life.Struggling with being #gay, #bisexual, and/or #trans? There is help: TAGHERE  1-866-488-7386. You are not alone.You are worthy of unconditional love. There are many on social media who support you. URLHERE"""
172,,"""Unfortunately there are blacks in congress like Cummimgs Waters Booker etc. who are responsible for the ghettos instead of progress and reform to the black community they've been more concerned with their own bank accounts and covering their ass with race cards, example Baltimore"""
176,,"""Here’s a little Bisexual preview of my wild night With Donte and Bre Thick!!! 💦💦💦TAGHERE TAGHERE URLHERE         🔥🔥🔥 URLHERE"""
180,,"""A huge thank you to the TAGHERE team of young people. They have raised money for Derbyshire LGBT+ and purchased and decorated these amazing benches for the Derby centre garden. 🏳️‍🌈🏳️‍🌈🏳️‍🌈#ncs #youngpeople #charity #fundraising #lgbt #community URLHERE"""
181,,"""Deviantarts 16K Ands Twitters 15K Follower raffle!2 Winners in total, one from each! you have double chances if you join in both pages!❤️Follow, Retweet and send character Winners will be randomly chosen  and both get simple shaded colored sketchEnds next wednesday 14.8 URLHERE"""
182,,"""Lesbian hardcore act with Abbie Cat and Clara URLHERE"""
183,,"""Majority of Blacks &amp; Hispanics SUPPORT 2020 Candidates Who are AGAINST Illegal ImmigrationMakes sense, who would support Green Deal, MEDICARE 4 all, FREE college tuition, OPEN BORDERS to MORE immigrants &amp; RAISING TAXES to pay for them#VoteRedToSave🇺🇸URLHERE  URLHERE"""
184,,"""TAGHERE But Black America believes the Democratic bullshit they have been shoveling since the Democrats had went to war with the good people fighting for the right to keep Blacks enslaved ! WAKE THE FUCK UP !"""
185,,"""We are super proud to fund the adoption of the brilliant (and important) TAGHERE programme, here in #Surrey &amp; #Sussex. A message of inclusivity for staff, patients and visitors, backed up by meaningful pledges and knowledge of support. #PrideInSurrey ❤️🏳️‍🌈 #FridayFeeling URLHERE"""
186,,"""TAGHERE I feel Thier pain and sorrow. I pray for them. I wish them a great life. I don't know the solution just like millions of liberal Indians who see and listen each side"""
187,,"""this made me miss my fag hag :("""
188,,"""well im sorry that i hc characters as gay to make them seem more relatable and to help my gay thirst bcs theres not enough lgbt characters in the media 😌"""
189,,"""TAGHERE TAGHERE Wha what???  I grew up poor and I knew a lot of poor whites growing up, we made it.   we never let that stop us like the democrats want it too.  We also never had the numerous "" entrapment"" welfare programs either.....thank God for that!!"""
190,,"""The Entire History of Indian Civilization in less than five minutes. Pity today's Indians are only taught about the greatness of Mughals and nomention of Rajah Dahir who fought the first Arab invasion.  URLHERE  via  @PRO_Shankar"""
191,,"""#AsheflappersI’ve seem to have found a lesbian URLHERE"""
193,,"""18-29 and a member of our LGBTQ+ community or an ally? Join us on Monday! (8/12). 🍽 #LGBTQ #LGBT #queer #eatwithus #community URLHERE"""
194,,"""TAGHERE TAGHERE TAGHERE Wait does that mean blacks don't like kpop or..?Cuz I'm black and love kpop over everything else"""
196,,"""y’all didn’t cancel her for darkening her skin or using lgbt+ people for clout but y’all cancel her for yelling at a fan i’m tired of y’all  #arianagrandeisoverparty  URLHERE"""
197,,"""Queer Mussolini promises to make the trans run on time"""
199,,"""Very true"""
200,,"""GSA's magalomania can deceive in order to bismerch legitimate voters within Mayland Heights until YOU oppose LGBT advocacy cakes #yyc  #ableg"""
201,,"""Amen, Reverend!"""
203,,"""TAGHERE TAGHERE No but Hitler tried to kill all Jews and Trump has a town in Israel named after him and moved the United States embassy to Jerusalem the Jewish people see him as a friend and ally so there’s a bit of a difference there"""
204,,"""Hmm.. That's the way we studied suppressed twisted history.."""
205,,"""for those of you who are perplexed.. i’m a whole dyke.yes i get my coochie ate.yes i be crying if it’s good.your fake confusion is ghetto. URLHERE"""
206,,"""🥺🥺🥺🥺🥺🥺🥺🥺 they're absolutely cute!!!!!! 😭💝💗"""
208,,"""Too many whites in these hoodoo and conjure groups on FB. Y’all not practicing your ancestral granny folk magick, stregna, odinism or Druidism. You’re colonizing ATRs and cultural belief systems. Especially if you’re not a Cajun white."""
209,,"""TAGHERE Almost all iron boxes use very simple mechanical bimetallic thermostat.  It is the cheapest way to control temperature. The working principle of the switch is tied to its position.adding a rotary selector switch, multiple colored LEDs will only complex the product design."""
210,,"""This guy spent years in prison for defrauding and stealing money from his flock. I think he spent his time in prison chewing on leaden paint chips.Jim Bakker: If Trump loses in 2020, Christians will ‘die one after another’ - URLHERE"""
212,,"""TAGHERE we like cox but we're def lesbian"""
213,,"""#RT @RealTimeWWII: Nazi-controlled Liro Bank in German-occupied Amsterdam orders all Dutch Jews to hand over their assets; new involuntary ""customers"" may keep only 1000 guilders (~$400) cash."""
215,,"""is it bad i'm lesbo for soleil"""
219,,"""#RT @RealTimeWWII: Nazi ""Robber Bank"" Liro has taken name of respected Dutch bank Lippmann-Rosenthal to reassure its targets; Jews have been issued worthless receipts for their stolen savings, which Germans plan to never repay."""
222,,"""Show your Cleveland pride with this shirt I designed in collab with @BankofAmerica! #RallyTogether TAGHERE fans. Get your own at URLHERE  #ad URLHERE"""
223,,"""Wat to do wid them ?Erroneously reported !!They r traitors, they r playing from enemy's side. Ashamed to call them Indians. Fuck off NDTV.#banNDTV#Jai_Hind URLHERE"""
224,,"""TAGHERE TAGHERE Not really. Depends on your definition of “white”. “White” as an invented category to practice racism against non-whites has nothing to do with DNA or lineage. But in terms of DNA, if a “white” person whose lineage goes back to the antebellum days may have only 75-85% euro DNA.."""
225,,"""Watch lesbian movie: URLHERE Capri offers her trainer a massage URLHERE"""
227,,"""TAGHERE Whoever lives in a ghetto has had this experience. Dont act like it's just colored people smh"""
228,,"""Just got removed from an LGBT support group for having pro-BJP views on certain issues lmao.Note to self:Don't let leftists hijack the queer movement."""
230,,"""TAGHERE TAGHERE TAGHERE The anger started w msm brainwashing ppl. My liberals friends who were perfectly fine all of a sudden got reverse racism towards whites bc of what Rachel Maddox said or what CNN cites. This is morally wrong."""
232,,"""TAGHERE You’re a lesbian Kate, it’s definitely IBS"""
233,,"""Welp can’t move into whites so I guess I gotta just drop to keep this room a private room"""
