index,label,tweet
46,0,""" 1) Zionists do run the world. Most are Jews but many are not look at Hillary Clinton and Joe Biden 2) You have to make sure they are indeed ISIS mercenaries and they must go through due process. 3) Hamas is not a terrorist organization."""
47,0,""" My opinion, if you don't suppress fire back, they will attack. 9/11! They chant death to westerners, death to jews, and death to Christians. Yazidi's persecuted by radical Muslims. Isis, Hezbollah, Al Qaeda, Al Shabab all forms of radical Islamic extremism. They hate LGBTQ also!"""
48,0,""" Lol you don't know ""defensive mode"" that you find nothing wrong in saying Indians worship cows is shocking!"""
49,0,"""Judaism, Christianity and Islam are Semitic religions. JC is from a Christian background, i'm from a Muslim background, then how can we become Antisemitic. Support Jews, but will continue to oppose Zionism, it's a misleading farrago to support their Political Aggressions."""
50,0,""" People understand there are twink and bears, butch or fems, or trans fem lesbians. But all those are subsets of the LGBT, which the 1000 genders are under the nonbinary umbrella, but it’s being pushed as new genders, and you can’t back it up with science."""
51,0,"""  1/ Oh, it's working.... on the far-right. So-called identity politics is 'bad' in reference to non-whites, it seems. When referring to the Rust/Bible Belt, the working white class/blue collar voter (allegedly forgotten), it's welcome 1000x over. Whites can discuss race w/out"""
52,0,"""  HE gives a wet fart about Jews.  And: OPPOSITION TO ISRAELI STATE ACTIONS DOES NOT EQUAL ANTISEMITISM"""
53,0,"""    All christians  get different gifts we are all part of the same body jesus  is the head  all the body parta need eachother and work together for the kingdom"""
54,0,"""STOP this bullshit. What`s wrong with this parents and the justice. Children should be children and enjoy their childhood. 10 years old sex-object for pervert bastards!? Such parents should be in JAIL. """
55,0,"""LGBTI bullying the most common in UK schools, study finds """
56,1,"""If conservative christians don't learn to shut the fuck up they need to be sent to re-education camps!! Their values are inconsistent with American values! Period."""
57,0,"""  The fact all those breaking the law entering illegally does make it look bad on those races. Why do you think no whites are illegally crossing? It has nothing to do with Trump being racist, he’s merely enforcing the laws."""
58,0,"""2. By the time whites realize action is needed we will be dead. And if we should try to act before the boil we will be crushed by the morally sanctioned opposed crusaders"""
59,1,"""Just a lowly fag"""
60,0,""" You might familiarize yourself with voting participation among poor rural whites, dingus."""
61,0,"""  Maybe it won't change anything but it's about Liam's morale? How can you take millions from the same government / prince etc that kill everyone that criticism them, that kill lgbt people, that don't let women walk outside without guardians? Like.....would you be happy getting"""
62,0,""" What about the 68% blacks and 59% Latinos women’s loses their jobs.  Vote republican to stay employed.   Vote socialist democrats to live like Venezuela.  Bernie Sanders doesn’t even pay his employees the $15 hr.  Fact """
63,0,""" You don’t share our values. Don’t call it our country when we all see your hatred SPEWED for Jews and; OUR USA every day! The Right and; Center see  right through your rage. What good have u done in Congress? LOVE AMERICA OR LEAVE IT!!!  Rocks!!!"""
64,0,"""I wish Trump would stop using a fake concern for Jews as a stick to beat The Squad and specifically Ilhan Omar. I also don't believe the people chanting ""Send her back"" would have any problem with racism against Jews either. This is what's actually going on. """
65,0,"""Yanno maybe it's me, but something about drag queen music videos where the queen is in full geish but with a man irks me. Or a queer dude not actually embracing another man in a song about love. Maybe it's an artistic choice, that's valid, but I wanna dig..."""
66,0,"""ROBIN BUCKLEY IS A LESBIAN"""
67,0,""" Britain done this during the Boer war in South Africa, they were the introduction of concentration camps the families were held there and starved to entice there soldier relations to come forward and surrender. Shame on you Trump"""
68,0,""" Great news , Indians are in La La land, consular acees to fight in courts of Pakistan. He is a terrorist and spy he will be get what he deserves."""
69,0,"""Why are Pakistanis surprised that Indians are not understanding KhulbhushanVerdict ? This is the same nation that believes1. AbhiNandan is a hero2. #SurgicalStrikes were real3. #AjayDevgan is a real soldierAnd 4. Every Pakistani starts a sentence with JANAAB."""
70,0,"""Clinging to headcanon scraps rather than supporting queer creators who produce actual queer content means there will only ever be scraps and actual queer creators will lose out"""
71,0,"""Dear America: you really want to thank me for my service today? Retweet these Muslim Americans who served and DIED for this Nation. Let America know we will NOT be divided! We stand UNITED as ONE: Muslims, Christians, Jews, Agnostics, Atheists, whatever. """
72,0,"""it is so so so hard to accept that you’re a lesbian and you don’t have to be with men. it’s the hardest thing i ever did but the reward was freedom and a sense of self i’d never had before. don’t you dare tell me to be open minded to being with men one day. fuck you."""
73,0,"""                                                 You know I was talking to a friend, also Jewish, then....wait. ..you wouldn't know Jews because they were all ethnically cleansed  from MENA countries. Who cares what you think? You never met one. """
74,0,"""💥WATCH💥UC. Berkeley👉NO WHITES ALLOWED DAY!!💥What is happening to America🤬💥No Federal money should be given to schools that practice racial discrimination!💥But the kids protesting want free tuition paid for by white Americans!💥RETWEET THIS"""
75,0,"""Time to abolish all and every human rights bodies.  Leftists and communists in disguise."""
76,0,"""Brown and blacks don’t trust their colleagues and neighbors. Gee I wonder why?!Maybe Saira is onto something, maybe she can finally begin to understand white flight! """
77,0,"""19 July AD 64 . The Great Fire of Rome which had caused widespread devastation is finally brought under control but half of the city was destroyed. The historian Tacitus claimed Nero blamed the Christians for the fire but later historians have disputed this claim. """
78,0,""" Middling white households=far more plates (including creamware). Proteins tended to be separated from the grains. Following the dining structure of the white élite in Charleston. (17% bowls for middling whites, 49% bowls for free Black Charlestonians, 70% for enslaved). #SHEAR19"""
79,0,""" Really bad look for BOD targeting individual members of a specific party. 0.06% of members of Labour have been reported and you know as we all do that figure is much lower than other partiesNo matter how much you try to divide us socialists will always be in solidarity with Jews"""
80,0,""" I didn’t put words in your mouth, I tweeted an assumption. Quote the difference. It’s funny how nobody is outrage that you prefer bisexual men, but people are outraged that some prefer straight men. There’s a name for that too."""
81,0,"""Sadly, most ""Christians"" in America would never hide Muslims. .......Because they are not really Christians... White fear in middle America is staggering."""
82,0,""" Telling whites to accept their replacement and eventual genocide is acceptable...?America is not going to be the country of white people... 100s of millions of whites; where will they go? Let’s see what Communists did with/to them in the 20th century (Bolshevik Russia)."""
83,0,""" What Ayanna Pressley said is probably the most racist thing I have heard an elected official say in my lifetime.The racist MSM, loyal employees of the Democrat white liberal elite, gives her immunity because she's African-American.#Blexit"""
84,0,""" The chants are coming from the public's outrage over comments made about Jews and Christians. Not to mention countless insults about America in general"""
85,0,"""                You're right. These people repeat the talking points that many older white conservatives want to hear. They bash the black community and make it sound like the ONLY thing keep blacks from moving forward is our culture."""
86,0,""" This is so dumb. America is supposedly such a scary place for non whites because of whites, yet more and more POC are clamoring to get in. Get off the kool aid"""
87,0,""" And to respond to your disingenuous claims that ""80% of religious believers are Christians""This refers to Middle Eastern and African countries where the Christian population is less than 5%How silly of you to imply this refers to Western countries with a Christian majority."""
88,0,"""May the Black Gods give you strength!! ❤❤❤❤"""
89,0,"""His concern for Jews is way more real than his concern for ordinary white Americans, but less real than his ego-driven concern for his own brand. """
90,1,""" Ugly fanatical racist mobs - an indelible stain of shame on USA and; virulent disease of democratic civilisation. ... -many of them damned fake ‘Christians’ 👹👹👹"""
91,0,""" You’re a hypocrite. Jesus taught Christians to watch out for people like you."""
92,0,""" If you all want blacks to go and leave you it will cost you,"""
93,0,"""                When will the BoD be making it clear to the public that they only represent Jews who regularly attend a synagogue, and as such are as representative as regular churchgoers are of the general population  ?"""
94,0,"""An important column from  on the Trumpist right’s inversion of anti-semitism as left wing jewish criticism of right wing gentiles, and why Trumpism is never going to win over American Jews.   """
95,0,""" Genocide (def.): the deliberate killing of a large group of people, especially those of a particular ethnic group or nation. Jewish Holocaust: the genocide of European Jews. From 1941-1945, Nazi Germany and its collaborators systematically murdered approximately 6 million Jews."""
96,0,"""This Sophistry allows radicals to give themselves moral license to do bad things for ""good"" reasons. So the ""squad"" jabs at Jews then starts the victim routine when they get into trouble, Trump says something racist, then lies to get away with it... It's a race to the bottom."""
97,0,"""  Minus all those times Christians used the Bible to justify their immorality"""
98,0,""" You're the one who barged in accusing an lgbt survivor of fucking over other lgbt survivors cause I don't cop to safe space politics on my own TL and dared say maybe ppl having knee-jerk responses based on assumptions about sth they haven't seen is meh. Don't even start."""
99,0,""" #ADOS gets White supremacist oppression under Repub rule. We also get White supremacist oppression under Dem rule i.e. benign neglect, Joe/Bill crime bills, Obama’s made Whites wealthier policies, etc. So, voting + NOT demanding tangibles = more White supremacist oppression."""
100,0,""" it's one of several sassy quotes Gandhi never actually said that floats around the internet but too good not to (qualify then) use.""I like your Christ, not so much your Christians, so unlike your Christ."""""
101,0,"""Plain and; simple:This admin is racist. Plain and; simple: This admin is weaponizing antiSemitism and; cf  using Jews as human shields as cover. Not plain and; simple: BDS. Some backers prob are antiSemitic. Some are using a time-honored tool of nonviolent resistance. """
102,0,"""Closetted bisexual. Unfortunately capable of being attracted to men"""
103,0,""" Germany sticking up for the criminal anti-semite where have we seen this before.   """
104,0,""" It truly is amazing that she can spew such VILE hatred for Israel and all Jews......but all the easily offended are apoplectic over telling her to leave if she doesn’t like it here. I am truly disappointed in my fellow man."""
105,0,"""Some girls don’t wanna suck dick it ain’t that deep"""
106,0,"""Corbyn is red Violets are Blue Rachael Swindon hates Jews"""
107,0,"""  I 100% agree if you hate America, hate Christians and; Jews get the F OUT of America!!!"""
108,0,"""Every reporter should be asking Rep. Ilhan Omar how she feels about Western Sahara, Nagorno-Karabakh, and Northern Cyprus. All occupations, but strangely uninteresting to Omar, likely because she can’t pin it on the Jews."""
109,0,"""I only said that there is no such thing as 'white nationalism', just check how whites kill whites globally."""
110,0,"""""Was Hitler really the aggressor, especially since the Jews had been waging war against the German people for the past 6 years?""Then, who wrote the following: ""nothing but the complete extermination of whites"" ...of WHITES???!"" """
111,0,"""  He's a ""Deutsch""bag, with three morons skaking their heads in approval.  Also, Ivanka, converted to Judaism!"""
112,0,""" I had friends tell me to ""calm down"" when I was enraged and brokenhearted by the Muslim ban (and Christians who supported it). It's that ""calm down"" attitude that allowed us to get where we are. If more people were angry, Trump likely would have been removed by now."""
113,0,"""  anti Israel is not antisemitismTo suggest that opposition to Israeli Politics is opposition to Jews is antisemitic.More Jewish people live in the USA than Israel."""
114,0,""" Isn't it clearly happening because of the contradictory signals that diaspora Jews are receiving from the political left and right, within the US and other countries, which have increased the vulnerability of diaspora Jews generally?"""
115,0,"""Scared to denounce sharia law  ?You do know according to it you are an INFIDEL.Gay? Stoned to death or tossed from a building.Christian? Shot or burned to death.American? Throat gets slit.If sharia is enacted, you are DEAD.You can’t coexist your way out of it """
116,0,""" I don’t think it’s fair for a transgender woman to compete with biological women in sports."""
117,0,"""if I ever have to explain bottoms to anyone I'm going to send them this I have never heard anyone scream I AM A FAGGOT so loudly """
118,0,"""#EricGarner begged for #Air#ICantBreathe40% of us #Rent and #WECANTBREATHE#Blacks have more asthma#BreathableAirDoesNotComeWithRent#BlackFathers  #BlackMothers #IfItWasYourChild in #Franklin or #Chicago#ActivateTheRenters#COPD#UnaccountabiltyIsOurNorm """
119,0,""" If you don’t eat there, you hate Christians."""
120,0,"""Wear Christ-tinted glasses, not rose-colored ones, and you’ll see people and situations through the lens of His presence.  """
121,0,"""I love the way she has not only reflected on herself, but on her generation, and the incitement to identify as transgender ... """
122,0,""" why nobody asks trump about the good people that marched and shouted Jews will not replace us being good people in his eyes ."""
123,0,""" You should be outraged about the racism against Jews and condemning antifa Terrorist attacking so-called ""concentration camps"" or call them ""some ppl"" omar n AOC. WORDS.PTrump didnt try to kill anyone.AOC words DID"""
124,0,""" Well done to you as a body of people for celebrating and practising inclusivity, diversity and equality. It's sad that so many Christians will be so negative about this act of Christ-like love."""
125,0,"""     Humm.....Indians are the CEO of big companies. World respect us.We have killed F16 with Russian age old plane.Many more in the listMore important... That u are still struggling with proper English grammar..."""
126,0,"""Here's the truth about what the democrats thought of the racial problems all the way back then. They actually used black ministers to promote keeping blacks as slaves. """
127,0,"""the gays: we need to support queer artists!the gays with sam smith: """
128,0,"""It’s terrifying enough to have a president who says racist things. It’s an almost incalculable insult for Trump and his enablers to act as if he’s helping the Jews when he adopts the language of the pogrom, argues @michelleinbklyn. """
129,0,"""   Phony Christians are exhausting."""
130,0,"""Piet Rampheli revealed a list of  a media cabal that is used to push a particular narrative/ agenda.Yesterday CJ Mogoeng Mogoeng also warned against the media and; political analysts.Independent thinking is important for us blacks because the war is not over.#StateCaptureInquiry"""
131,0,""" But if some % of Jews are pushing our destruction, that isn't a problem, because not ALL Jews are pushing our destruction?"""
132,0,"""   ""Atheist Christians""? You cannot be both."""
133,1,"""Yessssssss. I hate how everything now a days has to have a gay character love story or some shit or transgender or whatever🙄I don't hate on that community at all but sheesh to be demanding to have it put into everything stop"""
134,0,"""""Avi Yemini is a useful idiot in the endless soap opera that is Australia’s far-right melodrama.."" [Jews Against Fascism] and a Far Right here in UK too, that has a blind spot re domestic violence and child abuse. And the abusers in their own ranks. """
135,0,""" Antisemitism is Bollocks, Bollocks and more fuckin deception Bollocks. Tommy. Palestinian is semite only. European Ashkenazi propaganda is Bollocks.. beware the fake Jews """
136,0,""" Why u gotta suck on your foot I guess some whites have that fetish if that’s you attracting... but overall I’ll scrolled to see you Nice 😘 #Gvo"""
137,0,"""Don’t finish there. Get rid of the Jews as well and make  under your Dear Leader Judenrein."""
138,0,"""No amount of being born ‘here’ will grant you access to the fortress of belonging, if you have black or brown skin. Only whites belong. Even in non-white spaces. Whiteness defines belonging."""
139,0,""" I may have missed something, but are Jews a race? I'm not saying AS is anything but disgusting, but I wouldn't have thought it is racism."""
140,0,""" Stand with Omar and you stand with a woman who claims Americans are hypnotized by Jews.  She wants to pray to Allah to straighten us (Americans) out. She is a religious bigot"""
141,0,"""It's a dangerous time when we are arresting people for protesting our inhumane treatment of our fellow human beings. INSTEAD of arresting those who are perpetrating the abuse."""
142,0,""" interestingly, a deep sense of humility (not self-centrism) is at the heart of Judaism's ideal of personal dignity."""
143,0,"""Conflating Jews with Israel also sends the message that we do not truly belong here while using as a cudgel against other marginalized groups. We can speak for ourselves and we are tired. Thank you  #NotInMyName """
144,0,"""Trump is the person standing for the good of this country and annihilation of Israel and Jews here in America. These women are repeating what Hitler started and I lost all my family In Holocaust!"""
145,0,""" Hes not a journalist! A real journalist tells both sides of the story without opinion. I don't believe you're a racist I believe those four women are, they hate Jews isn't that racism or let's make it nice anti-Semitic. Look if you don't like someone I get it. Keep it to yourself """
146,0,"""i would encourage everyone to be more critical about sharing photos of any LGBT celebrities that have very clearly been taken and shared without their consent. these are real people, i understand and agree with celebrating LGBT love but we have to be compassionate in doing so """
147,0,"""Recognizing and honoring true heroism!"""
148,0,"""Seems to make sense that they’re often referred to as nazis,seems like they’re more interested in taking care of the Nazi Germany crimes against Jews than even acknowledging America’s and a large part of the worlds crimes against Africans."""
149,0,""" I heard you say  was disgusting because she mentioned Jews and Benjamines. But I'd like to remind you of this photo that you tweeted of   with a Star of David and money.  What a hypocrite. """
150,0,"""    Or my favorite "" They are Christian and Jewish Palestinians who have problems with Israeli policies stop framing it as a 'Muslims vs Jews' it's Islamophobic"""""
151,0,"""Tons of hot slutty camgirls online now!! Enjoy FREE hot sexcam fun &gt;&gt;   = Watch lesbian sluts &gt;&gt;   Join for half price with using promo code - camrebate50 """
152,0,"""   Dude we voted EFF in 2014.....upon realising what the EFF is about we left. And these new comers who didn't even vote EFF in 2014 are now the know it all. Some of us follow nothing blindly, that's why we're not even Christians"""
153,0,"""I shouldn’t have to say this again but this thing about the left being anti-Semitic for criticizing Israeli apartheid while rightwingers massacre actual Jews in synagogues is so viciously and cynically dumb that it makes my actual brain hurt.""S"
154,0,"""   Yeah probably will be very positive. Will have an influx of Latino Christians who believe in hard work and respecting ones neighbor, thin out that evangelical bullshit."""
155,0,"""MEN👏🏿CAN👏🏾KILL👏🏽BABIES👏🏼JUST👏🏻AS👏WELL👏🏿AS👏🏾WOMEN👏🏽ALSO👏🏼MEN👏🏻CAN👏BE👏🏿WOMEN👏🏾ALSO👏🏽THE👏🏼ANTI👏🏻ABORTION👏MOVEMENT👏🏿IS👏🏾A👏🏽WAR👏🏼ON👏🏻WOMEN👏WHO👏🏿MEN👏🏾CAN👏🏽ALSO👏🏼BE👏🏻!👏It isn't complicated. 👏🏿Ugh. 👏🏿👏🏿👏🏿 ""S"
156,0,"""   They’re going to trash #Israel and; #Zionist Jews anyway, no matter if they’re allowed in or not."""
157,0,"""All 4 wore crosses—new #BurkinaFaso Jihadist attack leaves #Christian believers dead. 27 #Christians have been murdered there since February 27. #IlhanOmar and comrades silent. #WarOnChristianity #Religion #Faith #ForeignAffairs #Islamist #Terrorism """
158,0,"""    There is no legal protection  based on sexual orientation and gender identity. Gov Abbott just made it even ""more legal"" to discriminate against LGBT people in public accommodations based on the facade of ""religious freedom,"" an excuse to exclude LGBT people from public spaces."""
159,0,"""Nobathon Yaniv is NOT a woman = transphobiaNobathon Yaniv IS a woman = transphobiaSelf ID = 'any one who says they are a woman is a woman.' Non acceptance is bigotry. GCs- 'some men will take the piss' TRAs such as Yaniv-  'Terf - fascist - violence et cetera'"""
160,0,"""TOTAL POWER EXCHANGE. I will ruin long held beliefs. you will profess daily to *commitment* to being the best you can FAGGOT, yea, no less brilliant than few secs ago when I got in.Sounds funny 😄. Come here boi#GOM #Verbalisations #findom #PANSEXUAL handle the RTs """
161,0,"""For all those asking how Jim Wells knows about the Kremlin and gay bars in general, Jim used to be gay but he doesn't really bother his arse  anymore. I trust that clarifies the position. """
162,0,"""  Not just women in hijabs. Observant Sikhs. Orthodox Jews. It’s immoral. It’s unCanadian. It’s the dictionary definition of discrimination. And I’m not shy about saying so."""
163,0,""" So these 4 can call Trump names, insult Whites, Jews, ANY person of ANY race that disagrees with them....and nothing is said.....But if someone tells them if they hate it here so much they should go home?  Bulltwaddle...."""
164,0,"""Africans, Nigerians, and Ndigbo will team up to buy assorted drinks and meats; but finds it difficult to team up like the Asians and the Israelis to set up businesses.WHY? """
165,0,""" Hey Meadows isn't that what you MSNBC and; THE AOC Squad Do? Meadow U MSNBC AOC SpewHatred, Racism,Terrorism Tell Browns and; Blacks If You don't FollowThereLeadership Your A Racist,Jews and; Whites Shouldn't Exist Citizens and; PELOSI RatherStandBeside Illegal Immigrants Not USA Citizens"""
166,0,"""We don’t realise sometimes how amazing our country’s achievements are... this trailer reminds us and; makes us feel proud to be Indians... """
167,0,"""Black people who are highly against whites and blacks dating are just as disgusting as whites who are against blacks and whites dating... I see no difference and that is MY opinion 😌 I’m just super open minded when it comes to people dating WHOEVER no matter race or gender 🤷🏽‍♀️"""
168,0,"""And yet, Indians continue to delude themselves into believing that talks with such an Aurangzebian state, where the military and its ISI call the shots, will be lead to lasting solutions."""
169,0,"""   &gt;Has a profile picture claiming ""diversity is our strength."" Because the fake-stream media parrots that and; because you're not White in the White created USA.  &gt;Just made a tweet claiming non-Whites really do live in fear just living around White people in the White created USA. """
170,1,"""    ""Jews will not replace us"""""
171,0,""" Whoa! I did not know this... This explains so much about her vitriol towards jews christians and; white Americans! Sick! That woman has zero business in Congress making our laws! She should also be held accountable by law if she married her bro for a green card"""
172,0,"""     If you think you can compare public servants with remarkable credentials and careers - to flaming racists screaming  Jews will not replace us, you must be smoking some of that fine Arkansas crack."""
173,1,"""❝Ugh...! Screw this guy and his big di— Ego! his stupid fat ego!❞          —Lewd [Duh!]—   —Detailed and literate— —Switch with a sub lean—        —Can be a futa—       —No limits at all—         —21+ themes—     —Bisexual No lean——{a retweet is appreciated}— """
174,0,"""2) Please read Christopher Browning’s Nazi Policy, Jewish Workers, German Killers. The relocation of Jews was never a serious policy. Browning shows, in excruciatingly painful detail, the full force of the administrative state that was"""
175,0,"""  I don’t think there’s ever actually been one in the first place. Lay Christians have been ignoring Paul’s advocacy for celibacy since forever. The NT is incredibly weak on patriarchy and silent on rape and abuses of power. Maybe we can start by not ignoring those?"""
176,0,"""If you want to get rid of the LGBT crowd and silence all women and stop all the stealing and abortions and adultery then follow Islam."""
177,0,"""A Nigerian guy made it rain with a $100,000USD yesterday in Manhattan, New York City. See how the whites are all scrambling for the money and blacks just stood there and watch cos they don’t want to turn into tortoise 😂 """
178,0,"""    Did  you hear any DEM DENOUNCE Ed Buck HELL NO cause he is DEMs biggest donor 2 BLACK MEN OVERDOSE at his home THINK BOUT IT not1 dem will talk bout their deaths GUESS THEY WERE UNIMPORTANT BLACKS not 1 NET HAS THEIR FAMILY ON AS GUESTS  ONLY interested IN ANTI POTUS GUESTS!"""
179,0,"""Let the Asians complain for themselves then"""
180,0,""" Whether LGBT asked for my opinion or not I get to say it, And not just LGBT.. Any public movement that protests daily on my sights and needs ""public influence"" to live would have my opinion, it's called freedom of speech for a reason.."""
181,0,"""fucking disgusting"""
182,0,"""  I dunno, it seems as though ‘the whites’ have absolutely fucked the entire place up - time to give everyone else a go to set things right."""
183,0,"""Jews are not trees, not animals, not mute props to use as cudgels in a war of escalating rhetoric...We are not waiting for your apocalypse. - """
184,0,"""This guy is becoming more and more xenophobic by the day."""
185,0,"""And they all want to be treated equally but placed on a pedestal and be basically idolized for their beliefs maybe we should start sectioning off places in country for all these idiots to go live their own way and see how that goes!"""
186,0,"""We are Anti-Zionists because we are proud Jews. We are against racism because we are devoted to the Torah.We love Zion and; therefore we are NON-ZionistsWe hate racism because all men were created in G-d's image, be they white, black or yellow - R'Shimon Schwab """
187,0,"""DR. SALLY RIDE, 1951-2012. First American woman in space, youngest American astronaut, and first lesbian in space. Grew up in California, where she was a nationally ranked tennis player. Graduated from Stanford with double majors in English and physics, where she also earned 1/6 """
