index,label,tweet
10,,"""I’m an ‘Islamophobe’ not because I criticize Muslims, but because I criticize ISIS (who killed members of my family).I’m ‘Fake’ because I’m not their right type of Muslim. I don’t play victim.I can’t be debated, not because they’re ignorant, but because I’m a “CIA agent.”🤔"""
11,,"""Recently, I was teaching Pendidikan Islam to my cousin and I never thought that they would explain about meat of the people of the Book (Christians &amp; Jews) because Malaysian ustazs always like to hide the truth sometimes. So it explained two important things regarding this: -"""
12,,"""#Tehran Friday Prayer leader warns #India to avoid confronting #Muslims, saying the move is not in the interest of the country, region.#Kashmir #Iran URLHERE"""
13,,"""TAGHERE TAGHERE Blessed are your days my friendTomorrow Muslims stand on Mount ArafaThey call the One God SundayEvery year and worldly peaceAnd good and human wars endforeverHappy dreams sushil"""
14,,"""Dear @donlemon,If, as you insist, ""white nationalism is on the rise,"" why would you want to restrict blacks' access to guns and make it harder for us to defend ourselves against this rising white menace?"""
15,,"""‘Person of Color’ is the Democrats new PC way of telling me + other blacks we’re “colored” like their good ol days w/colored bathrooms and drinking fountains I ain’t havin it Dems want me to fear white people, esp white men I ain’t havin it 🤜🏾🤛🏻❤️I hope they’re offended"""
16,,"""TAGHERE Wouldn't happen to be the millions of muslims the country took inUnfortunately muslims ""won't"" assimilate to a new country, they want that country to assimilate to their ways..."""
17,,"""Muslims from all over the world flock to #Mecca these days. Walking around the Kaaba seven times is a Hajj pilgrimage ritual. The cube-like building in the inner courtyard of the Haram Mosque is the holiest shrine of Islam. #POTD URLHERE"""
18,,"""Sad to see state of Nation. Follow thread below and you’ll see why. In a nutshell, share a different opinion, have your loyalty, faith, entire being questioned. Even your honorable service to your Nation. But hey, this is today’s America. So much for “thank you for your service.” URLHERE"""
19,,"""Have you asked the similar question to Muslims reg proph Mohammed??"""
20,,"""Facing Extinction in Iraq, Can Christians Hope for Aid from the West? This is the great question before Western leaders: will they step up efforts to save the Christians of Iraq and other countries where believers in Christ are facing persecution? URLHERE  URLHERE"""
21,,"""Former Miss Iraq Tangles with TAGHERE Omar on Twitter:A former Miss Iraq beauty queen tangled w/Omar on social media after saying the freshman congresswoman did not represent Muslims and in Arab countries she would be labeled “the Muslim Brotherhood”.URLHERE"""
22,,"""Alternative Social Media services are not just popping up but also growing...#BitChute is an alternative to #YouTube &amp; they are helping to take a bite out of the revenue because they are not #Censoring #IndependentNews or #CitizenReporters or #Christians URLHERE"""
23,,"""TAGHERE How poor white folk believe trump cares about them And Why Christians believe it’s ANY of their business what happens in a women’s uterus"""
24,,"""romanians 🤣"""
25,,"""He was schizophrenic. His crimes stemmed from his condition. His parents were Chaldean Christians who fled genocide.But as Jesus himself once said, ""As you did it to the least of my brethren, you did it to me. Except schizophrenics. Fuck them.""URLHERE"""
26,,"""ARAB SPRINGCompare the Middle East in 2019 to its state in 2002. Is ANYONE willing to say that it's better? Over 700,000 Muslims have died since the US invasion of Iraq in 2003 in the ME, and over 8 MILLION Muslims have FLED to other nations! AH..REALLY? 🤷‍♂️#EradicateShariaLaw URLHERE"""
27,,"""Meanwhile, POC gave the world math, science, maps, coffee, gunpowder, paper, computer monitors, music,surgical instruments, alarm clocks, gear shifts, automatic elevator doors, gas masks, modern toilets, refrigerated trucks, stop lights and potato chips. You’re welcome. URLHERE"""
28,,"""TAGHERE guess you are going to be offended and first class ticket to your hell. Who is the only judge in the Bible you read. Definitely not a far right evangelical “ pastor”. Please god in your house and pay taxes b*tch."""
29,,"""The way to go. Never heard Nawaz Sharif &amp; Co come out in support of our minorities in any meaningful way."""
30,,""".@donlemon,More than 2x as many whites are murdered annually by a black than cases of a white murdering a black.Violent CrimeBlack offenders/white victim: 500KWhite offenders/black victims: 90KBut, hey, let's talk ""white nationalists.""#FAKENEWSPRIORITY URLHERE"""
31,,"""TAGHERE Ooooooo look see! The Tang Emperor has a black friend!! More proof that “the Blacks”love him!"""
32,,"""Warren is no Hillary, not even close. Hillary could bridge demos/interest groups in the party, Warren’s base is most college educated liberal whites. Part of Warren’s problem is she never reached out to the Black community until she wanted to be President URLHERE"""
33,,"""The persecution of Uighur Muslims in #China:✔️a reported 1.8 million Uighur Muslims placed in internment camps ✔️ Muslim children taken from families and placed in orphanages ✔️ mosques in Xinjiang closely policed, and many mosques shut downAnd growing worse by the day."""
34,,"""All in all, a total of 1.8 million Hajis arrived for #Hajj1440/#Hajj2019 through air, land and sea ports.Over 350,000 civilian and military personnel were enlisted to serve them.May Allah make it an easy #Hajj and protect them all and accept from them.URLHERE"""
35,,"""All these newsmakers and opinion heads do not seem to care about the flood in kerala. Peope like TAGHERE can tweet a million times about lives of muslims in Kashmir. But nada on people suffering in kerala. Cant blame modi for floods so those lives are not relevant"""
36,,"""TAGHERE TAGHERE That's something I've always found confusing muslims acknowledge that Christ was a holy figure but yet 9 times of 10 with side with Judaism before Christianity."""
37,,"""This caravan of fully equipped ambulance cars &amp; medical teams is moving sick pilgrims from hospitals around #Saudi to Holy #Makkah, to enable pilgrims perform Muslims' sacred #Hajj (pilgrimage). This service is absolutely free of charge &amp; is 100% funded by the Saudi government. URLHERE"""
38,,"""Iranians come out strongly supporting their Kashmiri brethren. Its start only. Honourable Supreme Leader. Kashmiris expect much more, dump Hindia, butchers of Muslims. Pakistani Foreign Minister, Shah Mehmood Qureshi, after Beijing land in Tehran, time to bridge differences. URLHERE"""
39,,"""First rocket launcher of world:  buraq . According to islamic sources buraq carried muhammad from mecca to jerusalem and up in the heavens and back by night . Muslims who laugh on ganesha having elephant head should see thisTAGHERE TAGHERE TAGHERE TAGHERE URLHERE"""
40,,"""TAGHERE Extrapolate that dizzying number (for the time) and add a couple of centuries to it, interest, carry the one and...it's not nothing.And after our ""freedom,"" many Blacks attempted the American dream &amp; the nearby whites felt compelled to destroy it.URLHERE"""
41,,"""TAGHERE TAGHERE Jews, Latinos, Muslims &amp; Blacks are ALL targets of #TrumpsMAGAts the #DomesticTerrorists he’s created. This is why we should UNITE because we are all targets. Shame on any of us who support &amp; vote for #RacistTrump or any #GOP! They’re #WhiteNationalists #AntiSemites look at MoC."""
42,,"""Yes!  Well said."""
43,,"""In Dec 2016 a Muslim woman said she was attacked by 3 white Trump supporters in NYC on the subway. She said they tried to rip off her hijab. Yasmin Seweid lied. CAIR said Muslims are under tremendous “stress &amp; pressure” resulting in incidents like this. URLHERE"""
44,,"""TAGHERE TAGHERE TAGHERE In Kerala ,Hindus are selling there educational institutions to Muslims &amp; Christians ,because once it's owned by so called Minority, central govt under TAGHERE sir will give them Lakhs of rupees which is denied for a Hindu owned schools.Pls raise this issue &amp; injustice URLHERE"""
45,,"""TAGHERE They are more racist. Republicans will pass negative judgement on blacks and Democrats will empathize with and defend blacks. Both are potentially being racist but one feels nice and doesn’t really demand anything from you. I don’t do the “Dems are the real racist” thing however."""
46,,"""Dear @donlemon, Each year, there are 400K black-white interracial violent crimes—murder, attempted murder, rape, manslaughter, assault with a weapon. 85% are black perp/white victim. Blacks kill 2x as many whites as whites kill blacks. But, hey, let's talk ""white nationalism."""""
47,,"""Believe me Muslims from other countries have more pain than us. Yesterday, in different mosques of Sydney where Imam/Sheikh is non-Pakistani they gave their speech on Kashmir issue and also make dua. URLHERE"""
48,,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE Hey Kayla, I debated 15 different White racists all at once and destroyed them all. 70% of whites just have a high school diploma or less and they're not too bright. They can't defeat me and it sickens them. More power to you. Godspeed."""
49,,"""And Christians. -  remember joy on the view."""
50,,"""Islam is a religion of He said, She said, Narrated by him. Bukhari compiled 600,000 of 'He said(s)', published only 7000, that's 265 years after Muhammad. Such a large no. of discarded Hadiths puts Islamic sources in doubt and corrupt. @exmuslims, #exmuslims URLHERE"""
51,,"""TAGHERE Madam. Pakistan. BAN uArtists. Have no religionnow. We Indian  R going to BOYCOTT. Muslims. BollywoodGood. LUCK"""
52,,"""TAGHERE ""Even the non-whites"""""
54,,"""TAGHERE TAGHERE TAGHERE ""...after saving 226 Christians from unknown gunmen""Why not:... after saving 226 Nigerians from unknown gunmen.""It is deceitful to highlight the religion of those he ""saved"" and not the religion of the unknown gunmen pursuing to kill them. It is cheap and disingenuous."""
56,,"""TAGHERE Are you waiting for Kashmir Genocide?India has scraped 370 &amp; 35AAlready 7 Lac &amp; Now more 5 Lac Indian Soldiers entering Kashmir.One Solider on Every Six Muslims.The whole world is Just watching silently, No Action. TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE URLHERE"""
57,,"""TAGHERE TAGHERE If kishmiris were Christians by now UN / NATO forces have landed for their help. very sad"""
58,,"""TAGHERE TAGHERE #berniesanders and #juliancastro r putting the last nail in their own coffins if they attend!  They will NEVER get the nomination.  How stupid can #democRATS be?? Many MUSLIMS are even shocked at how stupid #liberals can be! #TREASON!! #Trump2020URLHERE"""
59,,"""All true facts. However, 2 facts missed out. All the Muslims who migrated from Tibet in 1959 have been given PRCs, and the Rohingyas enjoy all facilities without PRCs. Rohingyas have been settled in Jammu with the express purpose of changing Jammu's demography. TAGHERE URLHERE"""
60,,"""Please"""
61,,"""Many of the Sikhs aboard the vessel were veterans of the Indian Army, soldiers who had fought on behalf of the Crown in conflicts such as the Boer War or Boxer Rebellion. Yet they were forced to return to India. URLHERE"""
62,,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE #17 On Little St John Island, St. Thomas, a Google Map search shows two SNAILS with an E between them on a building. SNAILS in myth are revered by pagans and thought to be evil by early Christians. They are-1-Invasive2-Cannabalistic &amp;3-Are fully male and fully female sexually. URLHERE"""
63,,"""TAGHERE Smallpox, Measles, Influenza, Typhus, Cholera, Scarlet fever, Diphtheria, Chicken pox, Yellow fever, Malaria.Anyone thank whites for that?Nah."""
64,,"""“EiD iSnT aBouT sELfiES” Girl, it takes a minute to post a selfie. What the fuck you think Muslims who post selfies on Eid do the rest of their day? Hint: Enjoying time with family."""
65,,"""TAGHERE And also shame on you aparna sen ,because you are using a word indian muslim why u are talking like this who gaves you a right to talk on indian muslims.if u having any problem then only u can talk on that particular person dont involved a whole community...ok. shame on you.."""
66,,"""Though McDonald attempted a comeback in 1920 and proclaimed that color should predominate because ""95 percent of all Texas Republicans were Negroes,"" the lily-whites under Creager retained firm control after the upheavals of 1912–16. URLHERE"""
67,,"""THIS IS HUGE! Poll: Majority of Blacks, Hispanics Support Anti-Illegal Immigration 2020 Candidates URLHERE  via @BreitbartNews"""
69,,"""TAGHERE TAGHERE TAGHERE TAGHERE Lol.. Pak stooge... Bro.. I dont hate Pak jus bcos they r muslims unlike u... and nor do I blindly support our govt bcos they r rt winged. But yes, wats happening in kashmir is inhuman."""
70,,"""Hello friends, loved ones, admirers withe anime avatars, middle school enemies, my dentist, and kpop stan accounts.We got 2 weeks left, and nearly at 400 backers!! 🎉🎉🎉 URLHERE"""
72,,"""ALHAMDU KICKSTARTER IS NOW LIIIIIVE!! Alhamdu is our musically driven short film about Muslim Futurism- what it could look like in a vibrant and joyous future where Muslims exist unapologetically!-COLOR⭐MUSIC✌🏾MUSLIM FUTURISM🚀URLHERE  URLHERE"""
73,,"""Dear Sadiq,Given the savage machete attack that has seriously injured a Police Officer allegedly carried out by Muhammed Rodwan in your City, do you think that you have got your priorities all wrong? Perhaps *reassurance* needs directed at non Muslims?RegardsEtc URLHERE"""
74,,"""All of us Muslims who imagine making hajj 🕋 never imagine it like this: ill, hospitalized, and traveling by ambulance 🚑 to Mount Arafat.  May their hajj be accepted and ours never be so difficult in shah Allah."""
76,,"""India even treats animals better than its own human residents. Kashmiri Muslims have faced decades of persecuation under a tyrannical modhi regime. #GoIndiaGoBack #KashmirBleeds #StandwithKashmir"""
80,,"""TAGHERE TAGHERE Many misconceptions re SA. Theyre not killing homosexuals &amp; non-Muslims. A hijab isnt mandatory, it’s an individual woman’s choice. My gf is general surgeon practicing in Jeddah &amp; in USA as Fellow TAGHERE Tulane MC to add endocrinology to her SA practice. Pic is top chef TAGHERE her resto. URLHERE"""
81,,"""of course exols would compare colonization to fucking stan twt"""
85,,"""TAGHERE TAGHERE TAGHERE Just binged The Family! I finally get why so many conservative Christians support 45, no matter *how* depraved or immoral he or his henchmen &amp; policies are:”God gives power to world’s adulterers, murderers, dictators, so how can we judge?” A VERY corrupt creed! (And Jesus weeps.)"""
86,,"""TAGHERE TAGHERE They're just the non baby killing Christians"""
87,,"""Just as in the case of #IPOB, the proscription of #Shiite Muslims does NOT comport with the letters and spirit of the Terrorism (Prevention) Act. It also offends many provisions of the Constitution. I blame the judiciary for enabling Buhari to succeed on these inanities."""
88,,"""TAGHERE TAGHERE Absolutely. I'd put Steyn, Hadlee, Marshall, Akram ahead of him. Although at the fag end of his career, Hadlee did at least play in India and bowled with great mastery on that one tour."""
90,,"""- When was the first hajj performed?- What are the rites of hajj?- Why is Kaaba so important?Here’s a look at the holy pilgrimage and what it means for MuslimsURLHERE  URLHERE"""
91,,"""I don’t care what the skin color of the psychopath El Paso shooter was.Stop trying to turn this into a race war. It’s not about “whites” vs “Browns” and btw Hispanics are all different colors. 💡"""
92,,"""""Race-baiting demagogues are pitting working-class whites against their kin of color while America’s top 1% enter another gilded age. Like Dr. King, TAGHERE is calling masses of poor &amp; working-class people to political revolution."" - TAGHERE URLHERE"""
93,,"""We have a crisis in Aotearoa where the PM can find time to attend the funeral of an All Blacks legend, yet is unable to visit the frontline of Ihumātao and speak to the protectors. This is a country that is favouring its rugby culture rather than the rights of the native people"""
95,,"""TAGHERE Looks like it’s been used some by Christians in the past but it could be interesting to see it used by people who escaped abusive Christianity. I’m ambivalent about the breadth. It would invite not all Christians reactions, yet toxic Christianity was Christianity to many of us."""
96,,"""While TAGHERE TAGHERE sit in their air conditioned studios spinning tales about unrest, TAGHERE is on the ground giving the unheard #Kashmiris a voice. Follow him and TAGHERE for updates from the streets of #Srinagar URLHERE"""
97,,"""TAGHERE Hey.... punishment for whatever I do via-a-vis Fundamentalist Christians, islamists, white supremacists or gang rapists will be wholly dependent on their reaction to the #Goodnews.  TAGHERE TAGHERE TAGHERE TAGHERE @jeffpeguescbs"""
98,,"""My faith has grown so much in my interactions w/ Muslims.I am reminded of the importance of Jesus’s words:❤️”Love your neighbors”❤️Love isn’t just about being respectful. It’s about genuinely getting to know one another.*We grow in faith by growing CLOSER to each other.*"""
99,,"""This mosque was built after demolishing and usurping our Kaali temple.Heartbreaking, how Muslims whitewash the truth about the destruction of temples in Kashmir. URLHERE"""
100,,"""This is supposed to be evidence of Biden's bigotry toward POC, but if anything, the idea that all White kids are rich and don't have to overcome any hardship is far more racist toward Whites URLHERE"""
101,,"""""In the Punjab, on account of the deadly animosity between Hindus &amp; Muslims, the former do what the latter will not, &amp; wild boar meat has become essential with Hindus there. With Rajputs, hunting wild boar &amp; partaking of its flesh is rather an act of Dharma."" - #SwamiVivekananda"""
102,,"""India is very very very much concerned about oppression of protestors in Hong kong, Tibet, Uyghur Muslims, Aggression shown in South China Sea and Taiwan. URLHERE"""
105,,"""The number 637 will be embroidered on the sleeve of the All Blacks jersey tonight to remember the great Sir Brian Lochore. URLHERE"""
106,,"""Unarmed blacksEric GarnerMichael BrownOscar GrantSandra BlandTamir RicePhilando CastileAll were killed by the police while Obama sat in the white house and did nothing to bring them justice.Here's MORE URLHERE"""
107,,"""Trump's support among Latinos &amp; blacks is growing rapidly.Dems R freaking out abt it, and now attacking minority Trump supporters. The more Dems &amp; Media call President ‘racist’ the more they reveal their own racismTAGHERE #WalkAwayFromDemocratsURLHERE"""
108,,"""TAGHERE LBJ was a racist asshat. He made jokes  about using blacks."""
109,,"""TAGHERE Why does it matter how many Muslims?  I served with many different people with many different religious beliefs.  They all loved/love the country."""
110,,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE When you become a successful person, people want a piece of the pie. Where is the audio or video of Trump saying he hates blacks? That’s what I thought. Sensationalizing will just stimulate the silent majority to victory in 2020"""
111,,"""When did it become ok for Muslims to mock Abu Hanifa  (رحمه الله) You lot aren't even worth the single hair on his head. URLHERE"""
112,,"""Chinese Muslims are in camps. Yemeni Muslims are getting killed by other Muslim governments. Palestinian Muslims are continuously under attack. The ummah:"""
113,,"""Very good thread &gt;&gt;&gt;"""
114,,"""Asked if they would support a candidate who was focused on “strengthening our border to reduce illegal immigrants,” 70 percent said they were likely, including 61 percent of Hispanics, 63 percent of blacks, and 69 percent of Independents. URLHERE"""
115,,"""TAGHERE TAGHERE TAGHERE Peace is in the hands of kashmiri muslims,they shuld learn how to live peacefully,govt can only control situation."""
116,,"""Blacks kill thousands a year, but you want to focus on 73 ""extremist-related killings"" last year? ""Extremist-related killing,"" by the way, is a made-up term from the Jewish supremacist ADL; it refers to any killing by a person with unorthodox opinions, regardless of crime motive. URLHERE"""
117,,"""NEVVVVVVVERRRRRRRRR gonna happen in Macomb County. It’s 100% just going to get sold to another racist, whites family."""
119,,"""TAGHERE Exactly. My husband’s family is overseas and mine are conservative Christians. Holidays aren’t easy for us."""
122,,"""If your heart bleeds for Kashmiri Muslims (as it should) but you roll your eyes the moment someone mentions Kashmiri Pundits, you are as bigoted and tunnel visioned as what you loathe."""
123,,"""TAGHERE TAGHERE TAGHERE TAGHERE Beat up your girlfriend. That's ok. Do drugs. That's ok. KILL someone with a car. THAT'S ok. But protest police brutality against Blacks? Not ok. The NFL is REALLY screwed up."""
124,,"""This is awful what TAGHERE is doing. Down right disgraceful. A deliberate push to show that Kashmiri Muslims are victims. You forget Jammu, you forget Ladakh. Are the people of these regions and their views not important? Such media should be banned? URLHERE"""
125,,"""#Hajj makes Muslims feel real importance of life here on earth, and the afterlife, by stripping away all markers of social status, wealth, and pride. All becomes truly equal.Black, White, Brown, Rich or PoorAll are equal in Islam.#Hajj1440 #HajjMubarak"""
126,,"""WATCH: Nearly 2 million Muslims from around the globe have begun arriving in Mecca, Saudi Arabia to participate in Hajj — a mandatory religious pilgrimage in Islam URLHERE"""
127,,"""I think this is entirely correct, and frankly the genteel position these locations hold in American society is strange (and to put it kindly) unseemly. URLHERE"""
128,,"""TAGHERE TAGHERE Criminal Justice Reform and Addressing housing do not address a multi trillion dollar debt owed to #ados, not blacks in general but those people who descend from American chattel slavery and are owed wealth that was stolen. URLHERE"""
129,,"""My love for #Pakistan began years ago, long before I started doing comedy, back when I was a caregiver for people with intellectual disabilities and several of them were Pakistani Muslims. So it was a real blessing… URLHERE"""
130,,"""TAGHERE Lol, just couldn’t understand how did you became a journalist, India is a secular country unlike Pakistan and by the way there are more Muslims living in India than in entire Pakistan. Just have look at the dwindling number of Hindus in Pakistan and then tell us the difference."""
131,,"""TAGHERE TAGHERE Also, I might be a little bit of what liberals might consider a pile of poo when I say that I support some things Trump is doing, like helping persecuted Christians!"""
132,,"""It’s literally a sunnah to get ready and enjoy eid in your own way by getting ready lmfao y’all love to police other Muslims for enjoying themselves to feel better about yourself"""
133,,"""We asked for healing and He provided us a wonderful healing plant!! He only knows what’s coming. I do not doubt His will anymore. Christians that follow me, this is how it is. You keep an open mind and God will show you in His Word the proof. #itsaplant #Godgrowsit #cannabisheals"""
134,,"""Arafat is one of the most blessed times in Islam because Allah frees more Muslims from Hellfire and expiates more sins on this day than any other day.Aisha reported: The Messenger of Allah, peace and blessings be upon him, said:مَا مِنْ يَوْمٍ أَكْثَرَ مِنْ أَنْ يُعْتِقَ"""
136,,"""TAGHERE If it is a hard boiled egg, I give the yolk to my brother. It's his favorite part lol... deviled eggs I will eat the yolk and whites, OR i will use the yolk of a hard boiled egg to make an egg salad sammich!!"""
137,,"""TAGHERE TAGHERE TAGHERE TAGHERE According to UN, Pakistan army should vacate Pakistan occupied Kashmir first in order to do so.India will follow the suit.Then there will be one.Moreover Kashmir muslims changed the demographics by throwing out Kashmir pandits out."""
138,,"""This summer, I spent a lot of time speaking with Uighurs here in California about how the ""re-education"" camps in Xinjiang have affected them and their families. They said there isn't one among them who hasn't had a friend or family member “disappeared” URLHERE"""
139,,"""TAGHERE A pity that your ideology matches the Taliban who shot you and the Pakistani army which drove you out. Why not speak against the oppression in your former country? Of Baloch, of Sindhi, of Pathans, of Kashmiris, of Hindus and Sikhs &amp; Christians.URLHERE"""
141,,"""You don't have to wait for February anymore!With Stefan Molyneux, every day is a ""well, why isn't there a WHITE history month?"" day! URLHERE"""
142,,"""💟💖🌻The Love of God: URLHERE Christian Crosstalk ""Last Days' Pharisees"" | Who Blocks Christians From Welcoming Lord Jesus' Return#LivingChrist #Jesus #Lord #TruthURLHERE"""
143,,"""UAE has already betrayed Kashmir by supporting India's criminal actions in the Muslim majority territory. Other Muslim majority countries remain silent.My latest for TAGHERE here:URLHERE"""
144,,"""TAGHERE And he's STILL not putting children in cages or banning Muslims or transgender folks. Newsflash. If people perceive he can beat Orange Roughy, I vote for him. He's not running for homecoming king. Presidents pick judges, cabinet members. Bad is sitting home. Like last time."""
145,,"""Submitting in front of an Alpha male is my duty as a sub. Surrender to their superiority. #teambottom #cumdump #cocksucker #sub #fag #slut #deepthroat #throatfuck #submit #justahole URLHERE"""
146,,"""Stop Killing Animals on Bakra Eid.Supreme God Kabir Sahib condemned both Muslims and Hindus on the practices and rituals of meat eating.#StopKillingOnBakraEidURLHERE"""
147,,"""Population of Hindus in Pakistan when your grandparents were young(1947) : 15.1%Population of Hindus in Pakistan now: 1.85%Hindus, Christians and Shias are on their way to slow death in Pakistan. You have never spoken for them. You're a fraud in the name of Human Rights URLHERE"""
148,,"""This."""
150,,"""Racism, white nationalism, and white supremacy all make no sense if you are a Christian. Christians literally worship a dark-skinned, Jewish savior from the Middle East. Not only is racism sinful, it is remarkably stupid for anyone who identifies as a Christian."""
151,,"""TAGHERE TAGHERE TAGHERE Great @AdityaRajKaul, this shows as to how ordinary Kashmiris, especially Muslims, takes the decision of TAGHERE on Art 370. Kashmiris welcomes it; but it will have impact on the 'business' of few,  handful of politicians in the valley."""
152,,"""Guys try ur best to fast on arafah, tomorrow it’s one of the most important days for us muslims&amp; our sins in the past n previous years will be forgiven in sha Allah"""
153,,"""TAGHERE TAGHERE TAGHERE Here's more on Trump's BFF Katie Hopkins: She has been banned from South Africa for spreading racial hatred after claiming blacks are slaughtering whites there, called a black a black man who disagreed with her the racial slur: ""Jigga-Boo."" URLHERE"""
154,,"""Dr Upendra Kaul, one of India's leading cardiologists (and a Kashmiri Pandit): 'The 1990 (exodus of Pandits) was a very bad moment. But for what was done in '90, are we now taking revenge on Kashmiri Muslims?'  TAGHERE URLHERE"""
155,,"""TAGHERE If you're willing to lie this bad now, what are you people capable of when he gets reelected? You're trying to start a race war, not us, as you try to portray. You hate on white people every day and we're supposed to just take it, while you gin up the blacks and Mexicans. F u."""
156,,"""Kashmiri Muslims have reduced the Kashmir conflict to Hindu Vs MuslimSo be itKashmir is the root of Hindu civilisation and Hindus will reclaim it from Islamic occupation URLHERE"""
157,,"""TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE Pagans , Jews , Christians and there must be few more"""
158,,"""This 👇👇👇"""
159,,"""Mondawmin was once Mondawmin Mansion for a notable politician in the 1800s. James Rouse a major MD developer built the mall. After the ‘68 riots, whites fled the area causing revenue to drop &amp; businesses to leave. Generates $40+ million/yr but the avg per capita income is 17k. 🧐 URLHERE"""
160,,"""THREAD 🕋 #Hajj2019Hajj is a central pillar of Islam.We take an in-depth look at the sacred journey taken by nearly 2 million Muslims URLHERE  URLHERE"""
161,,"""TAGHERE TAGHERE It's tempting to blame all Christians but my church condems the evil for what it is. Neither Trump nor followers would know a true Christian it they fell over one. We are called to love all others. Trump people are a challenge but that's the call. Let's hang together on this!  +"""
163,,"""As China detains 1-2 million Uighur Muslims, world looks the other way - Axios URLHERE"""
165,,"""TAGHERE I thought you were Hindu but to the talking point, I think they are still triggered in the bottom of what happened in 9/11 but like STOP Muslims are being KILLED in so many places. Syria, Palestine, KASHMIR like stop please we're already hurt. This makes me so sad."""
166,,"""TAGHERE TAGHERE Well said. What stands out to me is “tweeting hate.” He tweets the word “hate” constantly mind reading others as in Cummings “hates whites &amp; cops” dems “hate” main stream media “hates” Hollywood elites “hate” - boring &amp; repetitious &amp; incredibly petty but my question is why do it?"""
167,,"""TAGHERE Both my grandparents migrated from Bangladesh during partition. I have grown up hearing amazing stories. Check this update from some days before URLHERE"""
168,,"""Not like Christians don’t bless their food before eating at any thanksgiving or function tho. Ignorance ain’t bliss y’all lol URLHERE"""
169,,"""I have an Islamic story I would love to act on,how I wish I can see Muslims and Muslimahs that are also interested in acting so we can come up with something 😭😭😭"""
170,,"""Asian already went thru concentrationcamp days , blacks been goin thru it , now it hispanics big turn , could it be a patern?"""
172,,"""Ya Allah on this blessed day of Arafat forgive our sins, Forgive the Muslim Ummah, Make it easy for muslims of kashmir and who are in pain. Call us for Hajj/Umrah""Verily all praise and blessings are Yours, and all sovereignty, You have no partner” #Hajj2019 #Hajj1440 #Arafat URLHERE"""
173,,"""Muslims in India are continuing the Glorious Tradition of Muhammad in Stomping their Feet on Hindu Temples!TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE TAGHERE URLHERE"""
174,,"""No wonder why his wife left my faggot! Look at this pathetic useless clity and he loves to wear like sluts for his superior!BOW DOWN FAGGOT URLHERE"""
175,,"""I wonder if people know what wignats actually believe? They believe that with enough violence, they will provoke a crackdown by the government and corporate institutions--which is accurate--and that that will cause normie whites to rally to their cause--which is . . . retarded."""
176,,"""Good info!!!!"""
